Job ID		Partition Type
45858		cpu-opteron
45859		cpu-opteron
45863		cpu-opteron
45865		cpu-opteron
45869		cpu-opteron
45900		cpu-opteron
45902		cpu-opteron
45906		cpu-opteron
45907		cpu-opteron
45912		cpu-opteron
45917		cpu-opteron
45924		cpu-opteron
45925		cpu-opteron
45928		cpu-opteron
46004		cpu-opteron
46005		cpu-opteron
46021		cpu-opteron
46022		cpu-opteron
46041		cpu-opteron
46042		cpu-opteron
46043		cpu-opteron
46044		cpu-opteron
46045		cpu-opteron
46048		cpu-opteron
46049		cpu-opteron
46050		cpu-opteron
46054		cpu-opteron
46082		cpu-opteron
46083		cpu-opteron
46099		cpu-opteron
46103		cpu-opteron
46107		cpu-opteron
46108		cpu-opteron
